term,level1_candidate,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms
importacion,3,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Agente de importación | Funcionario de expedición de licencias de importación,Técnicos y profesionales de nivel medio,medium,2,2,2,False,0.0,False,False,importación
transaccion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente transacción comercio exterior,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,transacción
aduaneros,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de operaciones aduaneros | Coordinador de servicio al cliente de servicios aduaneros,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,aduaneros
embarque,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de embarque,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,embarque
aduanero,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Representante aduanero | Aduanero | Agente aduanero,Técnicos y profesionales de nivel medio,high,3,2,2,True,0.333,False,False,"Aduanero, aduanero"
conferencia,3,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Administrador de conferencia | Coordinador de conferencia | Productor de conferencia,Técnicos y profesionales de nivel medio,medium,3,1,1,False,0.0,False,False,conferencia
stage,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador área back stage | Stage manager,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.5,False,False,"Stage, stage"
convencion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador convención | Organizador de convención,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,convención
acomodacion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de acomodación | Jefe de acomodación,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,acomodación
acreditaciones,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de acreditaciones | Jefe de acreditaciones,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,acreditaciones
activaciones,3,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,Coordinador de activaciones y patrocinios,Técnicos y profesionales de nivel medio,high,1,1,1,False,0.0,False,False,activaciones
patrocinios,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de activaciones y patrocinios,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,patrocinios
boda,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de boda | Planificador de boda,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,boda
cineclub,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de cineclub,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,cineclub
cinema,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de cinema,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,cinema
factores,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de FHO (factores humanos y organizativos),Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,factores
organizativos,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de FHO (factores humanos y organizativos),Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,organizativos
invitados,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de invitados y personalidades,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,invitados
personalidades,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de invitados y personalidades,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,personalidades
mando,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de PMU (puesto de mando unificado),Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,mando
prefiltros,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador prefiltros,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,prefiltros
protocolo,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador protocolo | Oficial de protocolo,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,protocolo
espectaculo,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Organizador de espectáculo,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,espectáculo
funciones,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Organizador de funciones,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,funciones
shows,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Productor de shows artísticos,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,shows
artisticos,3,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,Productor de shows artísticos,Técnicos y profesionales de nivel medio,high,1,1,1,False,0.0,True,False,artísticos
regidor,3,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Regidor de escenario | Regidor de opera y artes escénicas,Técnicos y profesionales de nivel medio,high,2,2,2,False,1.0,False,False,Regidor
bodas,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Representante de recepción de bodas,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,bodas
wedding,3,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Wedding planner,Técnicos y profesionales de nivel medio,low,1,1,1,False,1.0,False,False,Wedding
colocacion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de oficina colocación de empleo,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,colocación
contratista,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Contratista de mano de obra | Intermediario contratista de mano de obra,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.5,False,False,"Contratista, contratista"
inmobiliaria,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Auxiliar de gestión inmobiliaria | Auxiliar de tierras en gestión inmobiliaria,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,inmobiliaria
booking,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de booking,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,booking
discograficos,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de sellos discográficos,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,discográficos
agregador,3,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Agregador digital | Agregador de contenidos audiovisuales,Técnicos y profesionales de nivel medio,high,2,1,2,False,1.0,False,False,Agregador
bookers,3,review,"Puede funcionar como título ocupacional, pero aislado es polisémico o demasiado transversal; conviene revisar falsos positivos.",0.62,Bookers,Técnicos y profesionales de nivel medio,low,1,1,1,True,1.0,False,False,Bookers
cineclubista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Cineclubista,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Cineclubista
publisher,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Editor publisher,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,publisher
song,3,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Song-plugger,Técnicos y profesionales de nivel medio,low,1,1,1,False,1.0,False,False,Song
plugger,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Song-plugger,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,plugger
tour,3,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Tour manager,Técnicos y profesionales de nivel medio,low,1,1,1,False,1.0,False,False,Tour
trade,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Asistente de trade marketing,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,trade
intelectual,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de derechos y propiedad intelectual,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,intelectual
marcas,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de marcas | Agente de marcas y patentes,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,marcas
patente,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de patente,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,patente
subastador,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Subastador,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Subastador
mecanografos,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Supervisor de mecanógrafos,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,mecanógrafos
hipodromo,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Supervisor de pizarra de hipódromo,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,hipódromo
productivos,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Supervisor de proyectos productivos,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,productivos
secretarios,3,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Supervisor de secretarios de presentación,Técnicos y profesionales de nivel medio,medium,1,1,1,False,0.0,True,True,secretarios
presentacion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Supervisor de secretarios de presentación,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,presentación
