CuocCode,Level1,Descripcion,Nombre,Primario
51640,5,"Ayudan a los veterinarios, tecnólogos de la salud animal y técnicos en servicios veterinarios en lo relacionado con la alimentación, alojamiento, cuidado, ejercitación y juego según la etapa de desarrollo de los animales. Prestan servicios de peluquería y estética animal según estándar de la raza y requerimientos del cliente. Se pueden desempeñar en clínicas veterinarias, refugios de animales, zoológicos, criaderos, escuelas de adiestramiento, entre otros.",Cuidadores de animales,5164
51650,5,"Instruyen a particulares sobre técnicas, destrezas y condiciones de conducción; Enseñan normas, reglamento de tráfico y seguridad vial de acuerdo con lineamentos técnicos; Explican y demuestran el funcionamiento mecánico y general de vehículos; Se pueden desempeñar en escuelas, instituciones de formación para el trabajo, entre otros.",Instructores de conducción,5165
51690,5,"Esta Ocupación abarca a Otros trabajadores de servicios personales no clasificados en otras ocupaciones en el Subgrupo Principal 51: Trabajadores de servicios personales. Por ejemplo, incluye aquellos que prestan servicios y compañía como pareja de baile, acompañantes sociales en restaurantes, clubes, bares y otros establecimientos de baile o diversión; las azafatas, anfitriones de club nocturno, así como las personas que ofrecen servicios como trabajadores sexuales se clasifican aquí. Se pueden desempeñar en establecimientos de diversión, discotecas, clubes, whiskerías, sitio web, entre otros.",Otros trabajadores de servicios personales no clasificados en otras ocupaciones,5169
52110,5,"Venden diversos productos como artesanías, diarios, revistas, tarjetas postales, cigarrillos, golosinas, helados, frutas, verduras y otros artículos alimenticios, principalmente perecederos, en quioscos y puestos fijos de mercado situados en emplazamientos callejeros o al aire libre, los cuales cuentan con el debido permiso de las autoridades locales competentes. Se pueden desempeñar en plazas de mercado, espacios públicos, ferias, entre otros.",Vendedores en quioscos y puestos de mercado,5211
52120,5,"Preparan y venden alimentos y bebidas con anterioridad o en el momento para el consumo inmediato de manera limpia y ordenada. Se pueden desempeñar en las calles y lugares públicos como estaciones, en la puerta de cines, estadios y teatros, entre otros.",Vendedores ambulantes de alimentos preparados para consumo inmediato,5212
52210,5,"Operan pequeñas tiendas de comercio minorista en forma independiente o con el apoyo de un pequeño número de persona, compran y negocian mercancías para ser revendidas por establecimientos minoristas; pueden ser responsables por las operaciones de comercialización de estas mercancías. Se pueden desempeñar en almacenes, entre otros.",Comerciantes de tiendas,5221
52220,5,"Supervisan y coordinan las actividades de comercialización de bienes y servicios realizados por el personal de ventas. Se pueden desempeñar en tiendas al por menor y al por mayor, supermercados, grandes superficies, entre otros.",Supervisores de tiendas y almacenes,5222
52230,5,"Desarrollan las actividades propias del proceso de la venta al público de bienes y servicios o en representación de establecimientos de venta al por menor y al por mayor. Se pueden desempeñar en almacenes, grandes superficies, empresas de alquiler de vehículos, entre otros.","Vendedores y auxiliares de venta en tiendas, almacenes y afines",5223
52300,5,"Registran y reciben pagos de clientes o usuarios, verifican y emiten billetes y tiquetes. Se pueden desempeñar en restaurantes, almacenes, teatros, oficinas de negocios, empresas de servicios y transporte público, establecimientos de comercio mayoristas, entre otros.","Cajeros de comercio, taquilleros y expendedores de boletas",5230
52410,5,"Desfilan prendas de vestir, objetos, accesorios y otros artículos destinados a la venta, modelan para creaciones publicitarias, sesiones de fotografía, cine, vídeo, posan para fotografía artística y otras creaciones de pintores y escultores. Se pueden desempeñar en agencias de modelaje, firmas publicitarias, empresas de protocolo, entre otros.","Modelos de moda, arte y publicidad",5241
52420,5,"Realizan demostraciones de bienes y servicios, brindan información sobre la calidad, uso, beneficio, precio, entre otras características. Se pueden desempeñar en empresas que proveen servicios de mercadeo, comercializadoras o productoras de bienes de consumo, entre otros.","Demostradores de tiendas, almacenes y afines",5242
52430,5,"Venden bienes y servicios, promocionan y dan a conocer mercancía al acercarse o visitar a clientes nuevos y antiguos, normalmente residentes en viviendas particulares, movilizándose de puerta en puerta. Se pueden desempeñar en empresas que proveen servicios de mercadeo, comercializadoras o productoras de bienes de consumo, entre otros.",Vendedores puerta a puerta,5243
52440,5,"Mantienen contacto con clientes, o posibles clientes, usando el teléfono u otros medios de comunicación electrónica para promover productos y servicios, hacer ventas y organizar visitas de ventas. Se pueden desempeñar en centro de llamadas o desde locales no centralizados, entre otros.",Vendedores a través de medios tecnológicos,5244
52450,5,"Venden combustibles como gasolina, gas, lubricantes y otros productos para vehículos automotrices y prestan servicios de abastecimiento de dichos combustibles, así como de limpieza, engrase y pequeñas reparaciones en vehículos de motor. Se pueden desempeñar en estaciones de gasolina, servitecas, entre otros.",Expendedores de combustibles para vehículos,5245
52460,5,"Atienden y sirven a los clientes desde los mostradores de alimentos y bebidas, realizan y acompañan actividades de preparación, acondicionamiento y ensamble de alimentos y bebidas simples como: malteadas, helados, batidos, ensaladas, comida rápida, entre otros. Se pueden desempeñar en mostradores de restaurantes, cafés, cafeterías, hoteles, establecimientos de comida rápida, hospitales, entre otros.",Vendedores de comidas en mostrador,5246
52490,5,"Esta Ocupación abarca a Otros vendedores no clasificados en otras ocupaciones en el Subgrupo principal 52: Vendedores. Por ejemplo, incluye aquellos que prestan servicio de venta o alquiler de bienes como vehículos, entre otros, pueden registrar y aceptar el pago de productos adquiridos por clientes. Se pueden desempeñar en establecimientos de renta de vehículos, entre otros.",Otros vendedores no clasificados en otras ocupaciones,5249
53110,5,"Prestan servicio de cuidado y supervisión a niños durante sus actividades cotidianas, extracurriculares y de vacaciones en hogares residenciales, guarderías, espacios comunitarios, transporte estudiantil, entre otros. Instruyen a los niños en actividades que estimulen y desarrollen su crecimiento y hábitos sociales, alimenticios, de vestuario e higiene. Se pueden desempeñar en jardines, guarderías, hogares comunitarios o particulares, entre otros.",Cuidadores de niños,5311
53120,5,"Prestan servicio de apoyo en actividades educativas bajo la supervisión de un educador infantil, orientadas a promover el desarrollo integral de las niñas y los niños. Se pueden desempeñar en modalidades de educación inicial, centros de desarrollo infantil, jardines infantiles, preescolares, guarderías, centros de estimulación, sala cunas, sala materna, hogares comunitarios, museos, bibliotecas, ludotecas, parques, entre otros.",Auxiliares de maestros y primera infancia,5312
53210,5,"Prestan servicios de atención personal en lo relacionado con el autocuidado de la salud física, y desarrollo de habilidades sociales y ocupacionales, así como las necesidades de comunicación y ayuda directa con las actividades de la vida diaria a los pacientes. Generalmente trabajan en la implementación de planes de atención y prácticas establecidas bajo la supervisión directa de médicos, u otros profesionales de nivel medio de la salud. Colaboran en la atención a pacientes enfermos, heridos, con discapacidades, entre otros. Se pueden desempeñar en clínicas, hospitales, clínicas, centros de salud, centros geriátricos, entre otros.",Trabajadores de los cuidados personales en instituciones,5321
